"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"290664","2705416","2","","9999","1 6 oz container","60039","170.0","","",""
"290663","2705416","1","","9999","1 4 oz container","64638","113.0","","",""
"290671","2705417","4","","9999","1 cup","10205","245.0","","",""
"290670","2705417","3","","9999","1 container, NFS","60598","170.0","","",""
"290669","2705417","2","","9999","1 6 oz container","60039","170.0","","",""
"290668","2705417","1","","9999","1 4 oz container","64638","113.0","","",""
"290672","2705417","5","","9999","Quantity not specified","90000","170.0","","",""
"290677","2705418","5","","9999","Quantity not specified","90000","170.0","","",""
"290676","2705418","4","","9999","1 cup","10205","245.0","","",""
"290674","2705418","2","","9999","1 6 oz container","60039","170.0","","",""
"290673","2705418","1","","9999","1 4 oz container","64638","113.0","","",""
"290675","2705418","3","","9999","1 container, NFS","60598","170.0","","",""
"290681","2705419","4","","9999","1 cup","10205","245.0","","",""
"290678","2705419","1","","9999","1 4 oz container","64638","113.0","","",""
"290679","2705419","2","","9999","1 6 oz container","60039","170.0","","",""
"290682","2705419","5","","9999","Quantity not specified","90000","170.0","","",""
"290680","2705419","3","","9999","1 container, NFS","60598","170.0","","",""
"290687","2705420","5","","9999","Quantity not specified","90000","170.0","","",""
"290684","2705420","2","","9999","1 6 oz container","60039","170.0","","",""
"290685","2705420","3","","9999","1 container, NFS","60598","170.0","","",""
"290686","2705420","4","","9999","1 cup","10205","245.0","","",""
"290683","2705420","1","","9999","1 4 oz container","64638","113.0","","",""
"290690","2705421","3","","9999","1 container, NFS","60598","150.0","","",""
"290692","2705421","5","","9999","Quantity not specified","90000","150.0","","",""
"290688","2705421","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290691","2705421","4","","9999","1 cup","10205","245.0","","",""
"290689","2705421","2","","9999","1 6 oz container","60039","170.0","","",""
"290695","2705422","3","","9999","1 container, NFS","60598","150.0","","",""
"290696","2705422","4","","9999","1 cup","10205","245.0","","",""
"290697","2705422","5","","9999","Quantity not specified","90000","150.0","","",""
"290693","2705422","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290694","2705422","2","","9999","1 6 oz container","60039","170.0","","",""
"290702","2705423","5","","9999","Quantity not specified","90000","150.0","","",""
"290700","2705423","3","","9999","1 container, NFS","60598","150.0","","",""
"290699","2705423","2","","9999","1 6 oz container","60039","170.0","","",""
"290701","2705423","4","","9999","1 cup","10205","245.0","","",""
"290698","2705423","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290707","2705424","5","","9999","Quantity not specified","90000","150.0","","",""
"290704","2705424","2","","9999","1 6 oz container","60039","170.0","","",""
"290705","2705424","3","","9999","1 container, NFS","60598","150.0","","",""
"290703","2705424","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290706","2705424","4","","9999","1 cup","10205","245.0","","",""
"290710","2705425","3","","9999","1 container, NFS","60598","170.0","","",""
"290709","2705425","2","","9999","1 6 oz container","60039","170.0","","",""
"290712","2705425","5","","9999","Quantity not specified","90000","170.0","","",""
"290711","2705425","4","","9999","1 cup","10205","245.0","","",""
"290708","2705425","1","","9999","1 4 oz container","64638","113.0","","",""
"290716","2705426","4","","9999","1 cup","10205","245.0","","",""
"290713","2705426","1","","9999","1 4 oz container","64638","113.0","","",""
"290714","2705426","2","","9999","1 6 oz container","60039","170.0","","",""
"290715","2705426","3","","9999","1 container, NFS","60598","170.0","","",""
"290717","2705426","5","","9999","Quantity not specified","90000","170.0","","",""
"290719","2705427","2","","9999","1 6 oz container","60039","170.0","","",""
"290721","2705427","4","","9999","1 cup","10205","245.0","","",""
"290718","2705427","1","","9999","1 4 oz container","64638","113.0","","",""
"290720","2705427","3","","9999","1 container, NFS","60598","170.0","","",""
"290722","2705427","5","","9999","Quantity not specified","90000","170.0","","",""
"290727","2705428","5","","9999","Quantity not specified","90000","170.0","","",""
"290724","2705428","2","","9999","1 6 oz container","60039","170.0","","",""
"290725","2705428","3","","9999","1 container, NFS","60598","170.0","","",""
"290726","2705428","4","","9999","1 cup","10205","245.0","","",""
"290723","2705428","1","","9999","1 4 oz container","64638","113.0","","",""
"290728","2705429","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290730","2705429","3","","9999","1 container, NFS","60598","150.0","","",""
"290731","2705429","4","","9999","1 cup","10205","245.0","","",""
"290729","2705429","2","","9999","1 6 oz container","60039","170.0","","",""
"290732","2705429","5","","9999","Quantity not specified","90000","150.0","","",""
"290737","2705430","5","","9999","Quantity not specified","90000","150.0","","",""
"290734","2705430","2","","9999","1 6 oz container","60039","170.0","","",""
"290735","2705430","3","","9999","1 container, NFS","60598","150.0","","",""
"290736","2705430","4","","9999","1 cup","10205","245.0","","",""
"290733","2705430","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290742","2705431","5","","9999","Quantity not specified","90000","150.0","","",""
"290739","2705431","2","","9999","1 6 oz container","60039","170.0","","",""
"290740","2705431","3","","9999","1 container, NFS","60598","150.0","","",""
"290741","2705431","4","","9999","1 cup","10205","245.0","","",""
"290738","2705431","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290744","2705432","2","","9999","1 6 oz container","60039","170.0","","",""
"290743","2705432","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290746","2705432","4","","9999","1 cup","10205","245.0","","",""
"290745","2705432","3","","9999","1 container, NFS","60598","150.0","","",""
"290747","2705432","5","","9999","Quantity not specified","90000","150.0","","",""
"290752","2705433","5","","9999","Quantity not specified","90000","170.0","","",""
"290749","2705433","2","","9999","1 6 oz container","60039","170.0","","",""
"290750","2705433","3","","9999","1 container, NFS","60598","170.0","","",""
"290751","2705433","4","","9999","1 cup","10205","245.0","","",""
"290748","2705433","1","","9999","1 4 oz container","64638","113.0","","",""
"290757","2705434","5","","9999","Quantity not specified","90000","170.0","","",""
"290754","2705434","2","","9999","1 6 oz container","60039","170.0","","",""
"290755","2705434","3","","9999","1 container, NFS","60598","170.0","","",""
"290753","2705434","1","","9999","1 4 oz container","64638","113.0","","",""
"290756","2705434","4","","9999","1 cup","10205","245.0","","",""
"290761","2705435","4","","9999","1 cup","10205","245.0","","",""
"290760","2705435","3","","9999","1 container, NFS","60598","170.0","","",""
"290762","2705435","5","","9999","Quantity not specified","90000","170.0","","",""
"290759","2705435","2","","9999","1 6 oz container","60039","170.0","","",""
"290758","2705435","1","","9999","1 4 oz container","64638","113.0","","",""
"290764","2705436","2","","9999","1 6 oz container","60039","170.0","","",""
"290765","2705436","3","","9999","1 container, NFS","60598","170.0","","",""
"290766","2705436","4","","9999","1 cup","10205","245.0","","",""
"290767","2705436","5","","9999","Quantity not specified","90000","170.0","","",""
"290763","2705436","1","","9999","1 4 oz container","64638","113.0","","",""
"290768","2705437","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290772","2705437","5","","9999","Quantity not specified","90000","150.0","","",""
"290770","2705437","3","","9999","1 container, NFS","60598","150.0","","",""
"290771","2705437","4","","9999","1 cup","10205","245.0","","",""
"290769","2705437","2","","9999","1 6 oz container","60039","170.0","","",""
"290774","2705438","2","","9999","1 6 oz container","60039","170.0","","",""
"290777","2705438","5","","9999","Quantity not specified","90000","150.0","","",""
"290773","2705438","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290776","2705438","4","","9999","1 cup","10205","245.0","","",""
"290775","2705438","3","","9999","1 container, NFS","60598","150.0","","",""
"290778","2705439","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290780","2705439","3","","9999","1 container, NFS","60598","150.0","","",""
"290779","2705439","2","","9999","1 6 oz container","60039","170.0","","",""
"290781","2705439","4","","9999","1 cup","10205","245.0","","",""
"290782","2705439","5","","9999","Quantity not specified","90000","150.0","","",""
"290785","2705440","3","","9999","1 container, NFS","60598","150.0","","",""
"290784","2705440","2","","9999","1 6 oz container","60039","170.0","","",""
"290787","2705440","5","","9999","Quantity not specified","90000","150.0","","",""
"290783","2705440","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290786","2705440","4","","9999","1 cup","10205","245.0","","",""
"290791","2705441","4","","9999","Quantity not specified","90000","150.0","","",""
"290790","2705441","3","","9999","1 cup","10205","245.0","","",""
"290789","2705441","2","","9999","1 container, NFS","60598","150.0","","",""
"290788","2705441","1","","9999","1 5.3 oz container","64562","150.0","","",""
"290792","2705442","1","","9999","1 bottle","64039","150.0","","",""
"290794","2705442","3","","9999","Quantity not specified","90000","150.0","","",""
"290793","2705442","2","","9999","1 cup","10205","245.0","","",""
"290795","2705443","1","","9999","1 tube","64066","75.0","","",""
"290796","2705443","2","","9999","Quantity not specified","90000","75.0","","",""
"290798","2705444","2","","9999","1 individual container","60868","70.0","","",""
"290797","2705444","1","","9999","1 tablespoon","21000","15.0","","",""
"290799","2705444","3","","9999","Quantity not specified","90000","60.0","","",""
"290802","2705445","3","","9999","Quantity not specified","90000","60.0","","",""
"290800","2705445","1","","9999","1 tablespoon","21000","15.0","","",""
"290801","2705445","2","","9999","1 individual container","60868","70.0","","",""
"290805","2705446","3","","9999","Quantity not specified","90000","60.0","","",""
"290803","2705446","1","","9999","1 tablespoon","21000","15.0","","",""
"290804","2705446","2","","9999","1 individual container","60868","70.0","","",""
"290807","2705447","2","","9999","1 individual container","60868","70.0","","",""
"290808","2705447","3","","9999","Quantity not specified","90000","60.0","","",""
"290806","2705447","1","","9999","1 tablespoon","21000","15.0","","",""
"290809","2705448","1","","9999","1 tablespoon","21000","15.0","","",""
"290811","2705448","3","","9999","Quantity not specified","90000","60.0","","",""
"290810","2705448","2","","9999","1 individual container","60868","70.0","","",""
"290813","2705449","2","","9999","1 individual container","60868","70.0","","",""
"290814","2705449","3","","9999","Quantity not specified","90000","60.0","","",""
"290812","2705449","1","","9999","1 tablespoon","21000","15.0","","",""
"290815","2705450","1","","9999","1 McDonald's parfait","64283","150.0","","",""
"290816","2705450","2","","9999","Quantity not specified","90000","150.0","","",""
"290818","2705451","2","","9999","1 scoop","64289","160.0","","",""
"290817","2705451","1","","9999","1 cup","10205","175.0","","",""
"290821","2705451","5","","9999","1 large ice cream cup","64735","480.0","","",""
"290819","2705451","3","","9999","1 small ice cream cup","64733","160.0","","",""
"290820","2705451","4","","9999","1 medium ice cream cup","64734","320.0","","",""
"290822","2705451","6","","9999","Quantity not specified","90000","175.0","","",""
"290823","2705452","1","","9999","1 cup","10205","175.0","","",""
"290825","2705452","3","","9999","1 small ice cream cup","64733","160.0","","",""
"290828","2705452","6","","9999","Quantity not specified","90000","175.0","","",""
"290827","2705452","5","","9999","1 large ice cream cup","64735","480.0","","",""
"290826","2705452","4","","9999","1 medium ice cream cup","64734","320.0","","",""
"290824","2705452","2","","9999","1 scoop","64289","160.0","","",""
"290829","2705453","1","","9999","1 cup","10205","175.0","","",""
"290833","2705453","5","","9999","1 large ice cream cup","64735","480.0","","",""
"290832","2705453","4","","9999","1 medium ice cream cup","64734","320.0","","",""
"290831","2705453","3","","9999","1 small ice cream cup","64733","160.0","","",""
"290834","2705453","6","","9999","Quantity not specified","90000","175.0","","",""
"290830","2705453","2","","9999","1 scoop","64289","160.0","","",""
"290836","2705454","2","","9999","Quantity not specified","90000","175.0","","",""
"290835","2705454","1","","9999","1 cup","10205","175.0","","",""
"290837","2705455","1","","9999","1 cup","10205","175.0","","",""
"290838","2705455","2","","9999","Quantity not specified","90000","175.0","","",""
"290839","2705456","1","","9999","1 sandwich","61853","75.0","","",""
"290840","2705456","2","","9999","Quantity not specified","90000","75.0","","",""
"290841","2705457","1","","9999","1 bar","60345","65.0","","",""
"290842","2705457","2","","9999","Quantity not specified","90000","65.0","","",""
"290844","2705458","2","","9999","Quantity not specified","90000","65.0","","",""
"290843","2705458","1","","9999","1 bar","60345","65.0","","",""
"290846","2705459","2","","9999","Quantity not specified","90000","125.0","","",""
"290845","2705459","1","","9999","1 cone","60589","125.0","","",""
"290848","2705460","2","","9999","Quantity not specified","90000","125.0","","",""
"290847","2705460","1","","9999","1 cone","60589","125.0","","",""
"290850","2705461","2","","9999","Quantity not specified","90000","255.0","","",""
"290849","2705461","1","","9999","1 cone","60589","255.0","","",""
"290851","2705462","1","","9999","1 cone","60589","255.0","","",""
"290852","2705462","2","","9999","Quantity not specified","90000","255.0","","",""
"290857","2705463","5","","9999","Quantity not specified","90000","110.0","","",""
"290856","2705463","4","","9999","1 pouch","61781","110.0","","",""
"290854","2705463","2","","9999","1 jar","62733","110.0","","",""
"290853","2705463","1","","9999","1 tablespoon","21000","15.0","","",""
"290855","2705463","3","","9999","1 tub","62339","110.0","","",""
"290861","2705464","4","","9999","Quantity not specified","90000","110.0","","",""
"290859","2705464","2","","9999","1 container","64284","110.0","","",""
"290858","2705464","1","","9999","1 tablespoon","21000","15.0","","",""
"290860","2705464","3","","9999","1 pouch","61781","110.0","","",""
"290863","2705465","2","","9999","1 container","64284","110.0","","",""
"290862","2705465","1","","9999","1 tablespoon","21000","15.0","","",""
"290864","2705465","3","","9999","1 pouch","61781","110.0","","",""
"290865","2705465","4","","9999","Quantity not specified","90000","110.0","","",""
"290868","2705466","3","","9999","1 individual school container","64294","248.0","","",""
"290867","2705466","2","","9999","1 fl oz","30000","31.0","","",""
"290869","2705466","4","","9999","Quantity not specified","90000","248.0","","",""
"290866","2705466","1","","9999","1 cup","10205","248.0","","",""
"290871","2705467","2","","9999","1 fl oz","30000","31.0","","",""
"290872","2705467","3","","9999","1 individual school container","64294","248.0","","",""
"290870","2705467","1","","9999","1 cup","10205","248.0","","",""
"290873","2705467","4","","9999","Quantity not specified","90000","248.0","","",""
"290876","2705468","3","","9999","1 individual school container","64294","248.0","","",""
"290877","2705468","4","","9999","Quantity not specified","90000","248.0","","",""
"290874","2705468","1","","9999","1 cup","10205","248.0","","",""
"290875","2705468","2","","9999","1 fl oz","30000","31.0","","",""
"290878","2705469","1","","9999","1 cup","10205","248.0","","",""
"290880","2705469","3","","9999","1 individual school container","64294","248.0","","",""
"290879","2705469","2","","9999","1 fl oz","30000","31.0","","",""
"290881","2705469","4","","9999","Quantity not specified","90000","248.0","","",""
"290885","2705470","4","","9999","Quantity not specified","90000","248.0","","",""
"290882","2705470","1","","9999","1 fl oz","30000","31.0","","",""
"290884","2705470","3","","9999","1 individual school container","64294","248.0","","",""
"290883","2705470","2","","9999","1 cup","10205","248.0","","",""
"290886","2705471","1","","9999","1 cup","10205","248.0","","",""
"290887","2705471","2","","9999","1 fl oz","30000","31.0","","",""
"290889","2705471","4","","9999","Quantity not specified","90000","248.0","","",""
"290888","2705471","3","","9999","1 individual school container","64294","248.0","","",""
"290891","2705472","2","","9999","1 fl oz","30000","31.0","","",""
"290890","2705472","1","","9999","1 cup","10205","248.0","","",""
"290892","2705472","3","","9999","Quantity not specified","90000","248.0","","",""
"290895","2705473","3","","9999","Quantity not specified","90000","248.0","","",""
"290893","2705473","1","","9999","1 cup","10205","248.0","","",""
"290894","2705473","2","","9999","1 fl oz","30000","31.0","","",""
"290898","2705474","3","","9999","Quantity not specified","90000","248.0","","",""
"290896","2705474","1","","9999","1 cup","10205","248.0","","",""
"290897","2705474","2","","9999","1 fl oz","30000","31.0","","",""
"290901","2705475","3","","9999","Quantity not specified","90000","248.0","","",""
"290899","2705475","1","","9999","1 cup","10205","248.0","","",""
"290900","2705475","2","","9999","1 fl oz","30000","31.0","","",""
"290904","2705476","3","","9999","Quantity not specified","90000","248.0","","",""
"290903","2705476","2","","9999","1 fl oz","30000","31.0","","",""
"290902","2705476","1","","9999","1 cup","10205","248.0","","",""
"290907","2705477","3","","9999","Quantity not specified","90000","248.0","","",""
"290906","2705477","2","","9999","1 fl oz","30000","31.0","","",""
"290905","2705477","1","","9999","1 cup","10205","248.0","","",""
"290909","2705478","2","","9999","1 fl oz","30000","31.0","","",""
"290910","2705478","3","","9999","Quantity not specified","90000","248.0","","",""
"290908","2705478","1","","9999","1 cup","10205","248.0","","",""
"290912","2705479","2","","9999","1 fl oz","30000","31.0","","",""
"290911","2705479","1","","9999","1 cup","10205","248.0","","",""
"290913","2705479","3","","9999","Quantity not specified","90000","248.0","","",""
"290915","2705480","2","","9999","1 fl oz","30000","31.0","","",""
"290916","2705480","3","","9999","Quantity not specified","90000","248.0","","",""
"290914","2705480","1","","9999","1 cup","10205","248.0","","",""
"290918","2705481","2","","9999","1 fl oz","30000","31.0","","",""
"290917","2705481","1","","9999","1 cup","10205","248.0","","",""
"290919","2705481","3","","9999","Quantity not specified","90000","248.0","","",""
"290921","2705482","2","","9999","1 fl oz","30000","31.0","","",""
"290920","2705482","1","","9999","1 cup","10205","248.0","","",""
"290922","2705482","3","","9999","Quantity not specified","90000","248.0","","",""
"290924","2705483","2","","9999","1 fl oz","30000","31.0","","",""
