"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code"
"124308","2705409","","1","100.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0"
"124310","2705410","","2","30.0","11350000","Almond milk, sweetened","GM","0","NONE","30.0","0"
"124309","2705410","","1","70.0","11350020","Almond milk, unsweetened","GM","0","NONE","70.0","0"
"124311","2705411","","1","100.0","14639","Beverages, rice milk, unsweetened","GM","0","NONE","100.0","0"
"124316","2705412","","5","0.1","2047","Salt, table","GM","0","NONE","0.1","0"
"124317","2705412","","6","0.017","999328","Vitamin D as ingredient","GM","0","NONE","0.017","0"
"124318","2705412","","7","0.015","999301","Calcium as ingredient","GM","0","NONE","0.015","0"
"124312","2705412","","1","5.0","8120","Cereals, oats, regular and quick, not fortified, dry","GM","0","NONE","5.0","0"
"124314","2705412","","3","2.0","4582","Oil, canola","GM","0","NONE","2.0","0"
"124313","2705412","","2","91.0","14411","Beverages, water, tap, drinking","GM","0","NONE","91.0","0"
"124315","2705412","","4","2.0","19335","Sugars, granulated","GM","0","NONE","2.0","0"
"124319","2705412","","8","0.005","999418","Vitamin B-12 as ingredient","GM","0","NONE","0.005","0"
"124320","2705413","","1","100.0","14171","Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2","GM","0","NONE","100.0","0"
"124322","2705414","","2","50.0","11432000","Yogurt, low fat milk, fruit","GM","0","NONE","50.0","0"
"124321","2705414","","1","50.0","11411400","Yogurt, Greek, whole milk, plain","GM","0","NONE","50.0","0"
"124323","2705415","","1","100.0","11434010","Yogurt, Greek, low fat milk, fruit","GM","0","NONE","100.0","0"
"124324","2705416","","1","100.0","11432000","Yogurt, low fat milk, fruit","GM","0","NONE","100.0","0"
"124325","2705417","","1","100.0","11411200","Yogurt, low fat milk, plain","GM","0","NONE","100.0","0"
"124327","2705418","","2","0.004","999328","Vitamin D as ingredient","GM","0","NONE","0.004","0"
"124326","2705418","","1","100.0","1116","Yogurt, plain, whole milk","GM","0","NONE","100.0","0"
"124328","2705419","","1","100.0","1117","Yogurt, plain, low fat","GM","0","NONE","100.0","0"
"124329","2705419","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0"
"124331","2705420","","2","0.01","999328","Vitamin D as ingredient","GM","0","NONE","0.01","0"
"124330","2705420","","1","100.0","100295","Yogurt, plain, nonfat","GM","0","NONE","100.0","0"
"124332","2705421","","1","100.0","11411410","Yogurt, Greek, low fat milk, plain","GM","0","NONE","100.0","0"
"124333","2705422","","1","100.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","100.0","0"
"124335","2705423","","2","1.0","1003","Butter oil, anhydrous","GM","0","NONE","1.0","0"
"124334","2705423","","1","99.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","99.0","0"
"124336","2705424","","1","100.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","100.0","0"
"124337","2705425","","1","100.0","11432000","Yogurt, low fat milk, fruit","GM","0","NONE","100.0","0"
"124339","2705426","","2","14.0","19297","Jams and preserves","GM","0","NONE","14.0","0"
"124338","2705426","","1","86.0","1116","Yogurt, plain, whole milk","GM","0","NONE","86.0","0"
"124340","2705426","","3","0.005","999328","Vitamin D as ingredient","GM","0","NONE","0.005","0"
"124342","2705427","","2","14.0","19297","Jams and preserves","GM","0","NONE","14.0","0"
"124341","2705427","","1","86.0","1117","Yogurt, plain, low fat","GM","0","NONE","86.0","0"
"124343","2705427","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0"
"124345","2705428","","2","1.0","19297","Jams and preserves","GM","0","NONE","1.0","0"
"124346","2705428","","3","13.0","14411","Beverages, water, tap, drinking","GM","0","NONE","13.0","0"
"124344","2705428","","1","86.0","100295","Yogurt, plain, nonfat","GM","0","NONE","86.0","0"
"124347","2705428","","4","0.01","999328","Vitamin D as ingredient","GM","0","NONE","0.01","0"
"124348","2705429","","1","100.0","11434010","Yogurt, Greek, low fat milk, fruit","GM","0","NONE","100.0","0"
"124351","2705430","","3","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124349","2705430","","1","89.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","89.0","0"
"124350","2705430","","2","11.0","19297","Jams and preserves","GM","0","NONE","11.0","0"
"124354","2705431","","3","11.0","19297","Jams and preserves","GM","0","NONE","11.0","0"
"124355","2705431","","4","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124353","2705431","","2","1.0","1003","Butter oil, anhydrous","GM","0","NONE","1.0","0"
"124352","2705431","","1","88.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","88.0","0"
"124358","2705432","","3","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124357","2705432","","2","11.0","19297","Jams and preserves","GM","0","NONE","11.0","0"
"124356","2705432","","1","89.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","89.0","0"
"124359","2705433","","1","100.0","11434200","Yogurt, low fat milk, flavors other than fruit","GM","0","NONE","100.0","0"
"124360","2705434","","1","86.0","1116","Yogurt, plain, whole milk","GM","0","NONE","86.0","0"
"124363","2705434","","4","0.005","999328","Vitamin D as ingredient","GM","0","NONE","0.005","0"
"124361","2705434","","2","7.0","19335","Sugars, granulated","GM","0","NONE","7.0","0"
"124362","2705434","","3","7.0","14411","Beverages, water, tap, drinking","GM","0","NONE","7.0","0"
"124364","2705435","","1","86.0","1117","Yogurt, plain, low fat","GM","0","NONE","86.0","0"
"124366","2705435","","3","7.0","14411","Beverages, water, tap, drinking","GM","0","NONE","7.0","0"
"124367","2705435","","4","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0"
"124365","2705435","","2","7.0","19335","Sugars, granulated","GM","0","NONE","7.0","0"
"124369","2705436","","2","1.0","19335","Sugars, granulated","GM","0","NONE","1.0","0"
"124370","2705436","","3","13.0","14411","Beverages, water, tap, drinking","GM","0","NONE","13.0","0"
"124371","2705436","","4","0.01","999328","Vitamin D as ingredient","GM","0","NONE","0.01","0"
"124368","2705436","","1","86.0","100295","Yogurt, plain, nonfat","GM","0","NONE","86.0","0"
"124372","2705437","","1","100.0","11435020","Yogurt, Greek, low fat milk, flavors other than fruit","GM","0","NONE","100.0","0"
"124376","2705438","","4","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124374","2705438","","2","5.0","19335","Sugars, granulated","GM","0","NONE","5.0","0"
"124375","2705438","","3","6.0","14411","Beverages, water, tap, drinking","GM","0","NONE","6.0","0"
"124373","2705438","","1","89.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","89.0","0"
"124381","2705439","","5","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124378","2705439","","2","1.0","1003","Butter oil, anhydrous","GM","0","NONE","1.0","0"
"124377","2705439","","1","88.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","88.0","0"
"124379","2705439","","3","5.0","19335","Sugars, granulated","GM","0","NONE","5.0","0"
"124380","2705439","","4","6.0","14411","Beverages, water, tap, drinking","GM","0","NONE","6.0","0"
"124383","2705440","","2","5.0","19335","Sugars, granulated","GM","0","NONE","5.0","0"
"124384","2705440","","3","6.0","14411","Beverages, water, tap, drinking","GM","0","NONE","6.0","0"
"124382","2705440","","1","89.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","89.0","0"
"124385","2705440","","4","0.009","999328","Vitamin D as ingredient","GM","0","NONE","0.009","0"
"124386","2705441","","1","80.0","11435020","Yogurt, Greek, low fat milk, flavors other than fruit","GM","0","NONE","80.0","0"
"124387","2705441","","2","20.0","57227000","Cereal, granola","GM","0","NONE","20.0","0"
"124388","2705442","","1","80.0","11432000","Yogurt, low fat milk, fruit","GM","0","NONE","80.0","0"
"124390","2705442","","3","0.002","999328","Vitamin D as ingredient","GM","0","NONE","0.002","0"
"124389","2705442","","2","20.0","14411","Beverages, water, tap, drinking","GM","0","NONE","20.0","0"
"124391","2705443","","1","75.0","11432000","Yogurt, low fat milk, fruit","GM","0","NONE","75.0","0"
"124392","2705443","","2","25.0","11433000","Yogurt, nonfat milk, fruit","GM","0","NONE","25.0","0"
"124393","2705444","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0"
"124395","2705444","","3","1.3","2047","Salt, table","GM","0","NONE","1.3","0"
"124396","2705444","","4","2.0","11819","Peppers, hot chili, red, raw","GM","0","NONE","2.0","0"
"124394","2705444","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0"
"124397","2705445","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0"
"124400","2705445","","4","10.0","99997510","Onions, cooked, as ingredient","GM","0","NONE","10.0","0"
"124399","2705445","","3","1.3","2047","Salt, table","GM","0","NONE","1.3","0"
"124398","2705445","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0"
"124401","2705445","","5","20.0","11100000","Milk, NFS","GM","0","NONE","20.0","0"
"124402","2705446","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0"
"124405","2705446","","4","1.0","1094","Milk, buttermilk, dried","GM","0","NONE","1.0","0"
"124403","2705446","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0"
"124406","2705446","","5","1.0","2029","Spices, parsley, dried","GM","0","NONE","1.0","0"
"124404","2705446","","3","1.3","2047","Salt, table","GM","0","NONE","1.3","0"
"124407","2705447","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0"
"124408","2705447","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0"
"124411","2705447","","5","20.0","11100000","Milk, NFS","GM","0","NONE","20.0","0"
"124410","2705447","","4","10.0","11464","Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"124409","2705447","","3","1.3","2047","Salt, table","GM","0","NONE","1.3","0"
"124414","2705448","","3","28.0","82104000","Olive oil","GM","0","NONE","28.0","0"
"124412","2705448","","1","455.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","455.0","0"
"124416","2705448","","5","6.0","2047","Salt, table","GM","0","NONE","6.0","0"
"124413","2705448","","2","300.0","11205","Cucumber, with peel, raw","GM","0","NONE","300.0","0"
"124415","2705448","","4","15.0","9152","Lemon juice, raw","GM","0","NONE","15.0","0"
"124417","2705448","","6","6.0","11215","Garlic, raw","GM","0","NONE","6.0","0"
"124421","2705449","","4","1.0","99997510","Onions, cooked, as ingredient","GM","0","NONE","1.0","0"
"124422","2705449","","5","1.0","2029","Spices, parsley, dried","GM","0","NONE","1.0","0"
"124419","2705449","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0"
"124420","2705449","","3","1.3","2047","Salt, table","GM","0","NONE","1.3","0"
"124418","2705449","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0"
"124425","2705450","","3","75.0","63200100","Berries, NFS","GM","0","NONE","75.0","0"
"124424","2705450","","2","75.0","11435020","Yogurt, Greek, low fat milk, flavors other than fruit","GM","0","NONE","75.0","0"
"124423","2705450","","1","75.0","11434200","Yogurt, low fat milk, flavors other than fruit","GM","0","NONE","75.0","0"
"124426","2705450","","4","25.0","57227000","Cereal, granola","GM","0","NONE","25.0","0"
"124427","2705451","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0"
"124428","2705452","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0"
"124429","2705453","","1","100.0","42186","Frozen yogurts, chocolate","GM","0","NONE","100.0","0"
"124430","2705454","","1","100.0","19293","Frozen yogurts, vanilla, soft-serve","GM","0","NONE","100.0","0"
"124431","2705455","","1","98.0","19293","Frozen yogurts, vanilla, soft-serve","GM","0","NONE","98.0","0"
"124432","2705455","","2","2.0","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","2.0","0"
"124434","2705456","","2","25.0","18157","Cookies, chocolate wafers","GM","0","NONE","25.0","0"
"124433","2705456","","1","75.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","75.0","0"
"124435","2705457","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0"
"124436","2705458","","1","100.0","42186","Frozen yogurts, chocolate","GM","0","NONE","100.0","0"
"124438","2705459","","2","5.0","18271","Ice cream cones, cake or wafer-type","GM","0","NONE","5.0","0"
"124437","2705459","","1","120.0","42186","Frozen yogurts, chocolate","GM","0","NONE","120.0","0"
"124440","2705460","","2","5.0","18271","Ice cream cones, cake or wafer-type","GM","0","NONE","5.0","0"
"124439","2705460","","1","120.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","120.0","0"
"124441","2705461","","1","240.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","240.0","0"
"124442","2705461","","2","15.0","18272","Ice cream cones, sugar, rolled-type","GM","0","NONE","15.0","0"
"124444","2705462","","2","15.0","18272","Ice cream cones, sugar, rolled-type","GM","0","NONE","15.0","0"
"124443","2705462","","1","240.0","42186","Frozen yogurts, chocolate","GM","0","NONE","240.0","0"
"124445","2705463","","1","33.0","20000300","Baby Toddler meat, NFS","GM","0","NONE","33.0","0"
"124447","2705463","","3","33.0","67100000","Baby Toddler fruit, NFS","GM","0","NONE","33.0","0"
"124446","2705463","","2","33.0","76000000","Baby Toddler vegetable, NFS","GM","0","NONE","33.0","0"
"124448","2705464","","1","100.0","1116","Yogurt, plain, whole milk","GM","0","NONE","100.0","0"
"124449","2705464","","2","0.004","999328","Vitamin D as ingredient","GM","0","NONE","0.004","0"
"124451","2705465","","2","10.0","19297","Jams and preserves","GM","0","NONE","10.0","0"
"124452","2705465","","3","0.005","999328","Vitamin D as ingredient","GM","0","NONE","0.005","0"
"124450","2705465","","1","90.0","1116","Yogurt, plain, whole milk","GM","0","NONE","90.0","0"
"124454","2705466","","2","75.0","1104","Milk, chocolate, lowfat, with added vitamin A and vitamin D","GM","0","NONE","75.0","0"
"124453","2705466","","1","25.0","1292","Milk, chocolate, fat free, with added vitamin A and vitamin D","GM","0","NONE","25.0","0"
"124455","2705467","","1","100.0","1102","Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D","GM","0","NONE","100.0","0"
"124456","2705468","","1","100.0","1103","Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0"
"124457","2705469","","1","100.0","1292","Milk, chocolate, fat free, with added vitamin A and vitamin D","GM","0","NONE","100.0","0"
"124458","2705470","","1","100.0","1104","Milk, chocolate, lowfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0"
"124459","2705471","","1","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0"
"124460","2705471","","2","244.0","11100000","Milk, NFS","GM","0","NONE","244.0","0"
"124461","2705472","","1","50.0","11512010","Hot chocolate / cocoa, made with whole or reduced fat (2%) milk","GM","0","NONE","50.0","0"
"124462","2705472","","2","50.0","11514100","Hot chocolate / cocoa, dry mix, made with water","GM","0","NONE","50.0","0"
"124463","2705473","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","FO","10205","1 cup","244.0","2154"
"124464","2705473","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0"
"124466","2705474","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0"
"124465","2705474","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","FO","10205","1 cup","244.0","2154"
"124468","2705475","","2","244.0","11300100","Non-dairy milk, NFS","GM","0","NONE","244.0","0"
"124467","2705475","","1","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0"
"124470","2705476","","2","10.0","12140000","Cream, whipped","GM","0","NONE","10.0","0"
"124469","2705476","","1","244.0","11512010","Hot chocolate / cocoa, made with whole or reduced fat (2%) milk","GM","0","NONE","244.0","0"
"124471","2705477","","1","8.0","11100000","Milk, NFS","","30000","1 fl oz","244.0","0"
"124472","2705477","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0"
"124473","2705478","","1","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0"
"124474","2705478","","2","244.0","11300100","Non-dairy milk, NFS","GM","0","NONE","244.0","0"
"124475","2705479","","1","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0"
"124476","2705479","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0"
"124478","2705480","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0"
"124477","2705480","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0"
"124479","2705481","","1","8.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0"
"124480","2705481","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0"
"124481","2705482","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","244.0","0"
"124482","2705482","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0"
"124484","2705483","","2","180.0","14411","Beverages, water, tap, drinking","GM","0","NONE","180.0","0"
"124483","2705483","","1","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0"
"124485","2705484","","1","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0"
"124486","2705484","","2","180.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","180.0","2154"
"124488","2705485","","2","180.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","180.0","2154"
"124487","2705485","","1","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0"
"124490","2705486","","2","180.0","11300100","Non-dairy milk, NFS","GM","0","NONE","180.0","0"
"124489","2705486","","1","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0"
"124491","2705487","","1","244.0","11514100","Hot chocolate / cocoa, dry mix, made with water","GM","0","NONE","244.0","0"
"124492","2705487","","2","10.0","12140000","Cream, whipped","GM","0","NONE","10.0","0"
"124494","2705488","","2","180.0","14411","Beverages, water, tap, drinking","GM","0","NONE","180.0","0"
"124493","2705488","","1","16.0","14196","Beverages, Cocoa mix, no sugar added, powder","GM","0","NONE","16.0","0"
"124495","2705489","","1","16.0","14196","Beverages, Cocoa mix, no sugar added, powder","GM","0","NONE","16.0","0"
"124496","2705489","","2","180.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","180.0","2154"
"124498","2705490","","2","244.0","11300100","Non-dairy milk, NFS","GM","0","NONE","244.0","0"
"124497","2705490","","1","56.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","56.0","0"
"124499","2705491","","1","56.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","56.0","0"
"124500","2705491","","2","244.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","244.0","2154"
"124502","2705492","","2","180.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","180.0","2154"
"124501","2705492","","1","16.0","14196","Beverages, Cocoa mix, no sugar added, powder","GM","0","NONE","16.0","0"
"124504","2705493","","2","244.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","244.0","2154"
"124503","2705493","","1","56.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","56.0","0"
"124506","2705494","","2","180.0","11300100","Non-dairy milk, NFS","GM","0","NONE","180.0","0"
"124505","2705494","","1","16.0","14196","Beverages, Cocoa mix, no sugar added, powder","GM","0","NONE","16.0","0"
"124508","2705495","","2","244.0","11100000","Milk, NFS","GM","0","NONE","244.0","0"
"124507","2705495","","1","10.0","14350","Strawberry-flavor beverage mix, powder","GM","0","NONE","10.0","0"
"124510","2705496","","2","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0"
"124509","2705496","","1","2.0","14350","Strawberry-flavor beverage mix, powder","","21000","1 tablespoon","20.0","0"
"124512","2705497","","2","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","FO","10205","1 cup","244.0","0"
"124511","2705497","","1","16.0","14350","Strawberry-flavor beverage mix, powder","GM","0","NONE","16.0","0"
"124513","2705498","","1","2.0","14350","Strawberry-flavor beverage mix, powder","","21000","1 tablespoon","20.0","0"
"124514","2705498","","2","8.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0"
"124516","2705499","","2","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","244.0","0"
"124515","2705499","","1","2.0","14350","Strawberry-flavor beverage mix, powder","","21000","1 tablespoon","20.0","0"
"124517","2705500","","1","2.0","14350","Strawberry-flavor beverage mix, powder","GM","0","NONE","2.0","0"
"124518","2705500","","2","98.0","11100000","Milk, NFS","GM","0","NONE","98.0","0"
"124519","2705501","","1","2.0","14315","Beverages, OVALTINE, chocolate malt powder","","21000","1 tablespoon","11.0","0"
"124520","2705501","","2","8.0","11100000","Milk, NFS","","30000","1 fl oz","244.0","0"
"124521","2705502","","1","100.0","1057","Eggnog","GM","0","NONE","100.0","0"
"124522","2705503","","1","2.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","C","10205","1 cup","488.0","0"
"124523","2705503","","2","296.0","19270","Ice creams, chocolate","GM","0","NONE","296.0","0"
"124525","2705504","","2","2.0","19095","Ice creams, vanilla","C","10205","1 cup","270.0","0"
"124524","2705504","","1","2.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","C","10205","1 cup","488.0","0"
"124526","2705505","","1","2.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","C","10205","1 cup","488.0","0"
"124527","2705505","","2","296.0","19114","Ice creams, chocolate, light","GM","0","NONE","296.0","0"
"124528","2705506","","1","2.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","C","10205","1 cup","488.0","0"
"124529","2705506","","2","2.0","19088","Ice creams, vanilla, light","C","10205","1 cup","270.0","0"
"124532","2705507","","3","29.6","14311","Beverages, Malted drink mix, natural, powder, dairy based.","GM","0","NONE","29.6","0"
